,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options
360019,1300,apartment,798,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360020,1135,apartment,875,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360021,1300,apartment,1167,2,2.0,0,0,1,0,0,0,,
360022,1216,apartment,777,1,1.0,0,0,1,0,0,0,,
360023,1233,apartment,999,2,2.0,0,0,1,0,0,0,,
360024,2145,apartment,1468,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
360025,1295,apartment,1132,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360026,1125,apartment,875,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360027,1200,apartment,810,2,2.0,1,1,1,0,0,0,laundry on site,carport
360028,1190,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360029,1180,apartment,995,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360030,1145,apartment,646,1,1.0,1,1,1,1,0,0,w/d in unit,
360031,900,apartment,744,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360032,1300,apartment,761,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360033,1314,apartment,988,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360034,1130,apartment,875,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360035,900,apartment,720,1,1.0,1,1,1,1,0,0,laundry in bldg,carport
360036,1390,apartment,1174,3,2.0,1,1,1,0,0,0,w/d in unit,
360037,1135,apartment,747,1,1.0,1,1,1,0,0,0,laundry on site,carport
360038,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360039,960,apartment,1024,1,1.0,1,1,1,0,0,0,laundry on site,carport
360042,679,apartment,240,0,1.0,0,0,1,0,0,0,,
360043,825,apartment,1000,2,1.0,0,0,1,0,0,0,,carport
360044,1183,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport
360045,905,apartment,660,1,1.0,0,0,1,0,0,0,,
360046,1125,apartment,875,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360048,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360049,1245,apartment,824,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360050,1085,apartment,1325,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360051,818,apartment,308,0,1.0,0,0,1,0,0,0,,carport
360052,1350,apartment,1001,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360053,1480,apartment,950,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360055,1199,apartment,860,2,1.0,0,0,1,0,0,0,,
360057,1327,apartment,937,2,2.0,1,1,1,1,0,0,w/d in unit,
360058,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360059,1359,apartment,965,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360060,1269,apartment,1030,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360061,1300,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360063,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360064,1278,apartment,884,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360065,1085,apartment,1325,2,2.0,1,0,1,0,0,0,w/d in unit,carport
360066,1224,apartment,827,1,1.0,1,1,1,1,0,0,w/d in unit,
360067,1095,apartment,850,2,1.0,1,1,1,0,0,0,laundry on site,
360068,1065,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360069,219,apartment,300,0,1.0,1,1,0,1,0,1,laundry on site,
360070,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360071,1390,apartment,818,2,2.0,1,1,0,0,0,0,w/d in unit,carport
360073,905,apartment,660,1,1.0,1,1,1,0,0,0,laundry on site,carport
360074,1295,apartment,900,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360075,1185,apartment,726,1,1.0,1,1,0,0,0,0,w/d in unit,carport
360076,1185,apartment,868,1,1.0,0,0,1,0,0,0,,
360077,1105,apartment,756,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360078,1235,apartment,1081,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360079,1755,apartment,1291,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
360080,1388,apartment,1003,2,2.0,1,1,1,1,0,0,w/d in unit,
360082,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360084,795,apartment,625,1,1.0,1,1,1,0,0,0,laundry on site,
360085,1725,apartment,1421,3,2.0,0,0,1,0,0,0,,
360086,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360087,1746,apartment,1388,3,2.0,1,1,0,1,0,0,w/d in unit,
360088,1416,apartment,1058,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360089,1595,apartment,1293,3,2.0,1,1,1,0,0,0,,
360090,1276,apartment,784,1,1.0,0,0,1,0,0,0,,
360091,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360092,1085,apartment,1345,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360093,1725,apartment,1333,3,2.0,1,1,1,1,0,0,w/d in unit,
360094,1106,apartment,732,1,1.0,0,0,1,0,0,0,,
360095,1175,apartment,860,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
360096,1185,apartment,860,2,2.0,1,1,0,0,0,0,laundry on site,off-street parking
360097,1415,apartment,983,2,2.0,0,0,1,0,0,0,,
360098,1075,apartment,891,2,1.0,0,0,0,0,0,0,w/d in unit,street parking
360099,995,apartment,900,2,1.0,1,1,1,0,0,0,laundry on site,carport
360100,1306,apartment,1040,2,2.0,0,0,1,0,0,0,,
360101,1054,apartment,775,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360102,770,apartment,597,1,0.0,1,1,1,0,0,0,w/d in unit,carport
360103,1046,apartment,660,1,1.0,1,1,1,0,0,0,,
360105,1020,apartment,653,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360107,1338,apartment,697,1,0.0,1,1,0,0,0,0,w/d in unit,
360109,1313,apartment,866,1,1.0,1,1,1,1,0,0,w/d in unit,
360110,1130,apartment,875,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360111,915,apartment,483,1,1.0,1,1,1,0,0,0,laundry on site,carport
360112,1192,apartment,741,1,1.0,1,1,1,0,0,0,laundry on site,detached garage
360113,1255,apartment,800,1,1.0,1,1,1,1,0,0,w/d in unit,carport
360115,1370,apartment,793,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360117,1225,apartment,740,1,1.0,0,0,1,0,0,0,w/d in unit,carport
360120,1193,apartment,742,1,1.0,1,1,1,0,0,0,laundry on site,detached garage
360121,945,apartment,720,1,1.0,1,1,1,0,0,0,,
360123,1375,apartment,910,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360124,850,apartment,630,1,1.0,0,0,1,0,0,0,,
360127,875,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
360128,806,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360129,869,apartment,611,1,1.0,1,1,1,0,0,0,laundry on site,carport
360130,795,apartment,491,1,1.0,1,1,1,0,0,0,,
360131,725,apartment,590,1,1.0,1,1,1,0,0,0,,
360132,875,apartment,636,2,1.0,1,1,1,0,0,0,,
360133,695,apartment,475,0,1.0,1,1,1,0,0,0,,
360134,938,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360135,1310,apartment,1000,2,2.0,1,1,1,0,0,0,w/d in unit,
360136,1388,apartment,1003,2,2.0,1,1,1,1,0,0,w/d in unit,
360137,1150,apartment,717,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360139,920,apartment,853,2,1.0,1,1,1,0,0,0,,
360140,855,apartment,770,1,1.0,0,0,1,0,0,0,laundry on site,
360141,1105,apartment,978,2,2.0,0,0,1,0,0,0,w/d in unit,carport
360142,1175,apartment,742,1,1.0,1,1,1,1,0,0,w/d in unit,
360143,2000,apartment,2182,4,2.5,0,0,1,0,0,0,,
360144,1285,apartment,950,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360145,925,apartment,525,1,1.0,1,1,0,0,0,0,w/d in unit,carport
360146,1150,apartment,1040,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360148,806,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360149,849,apartment,470,0,1.0,0,0,1,0,0,0,,
360150,268,apartment,300,0,1.0,1,1,0,0,0,1,laundry on site,
360151,1353,apartment,1054,2,2.0,0,0,1,0,0,0,,
360152,1994,apartment,982,2,2.0,1,1,1,0,0,0,w/d in unit,
360153,1251,apartment,996,2,2.0,1,1,0,0,0,0,w/d in unit,carport
360154,679,apartment,240,0,1.0,0,0,1,0,0,0,,
360158,1167,apartment,708,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360159,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
360160,925,apartment,525,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360161,679,apartment,240,0,1.0,1,1,1,0,0,0,,
360162,1040,apartment,1068,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360163,1270,apartment,1004,2,2.0,1,1,1,0,0,0,w/d in unit,
360164,623,apartment,625,1,1.0,1,1,1,0,0,0,laundry on site,carport
360165,1475,apartment,638,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360166,1250,apartment,1000,2,2.0,0,0,1,0,0,0,,
360167,1445,apartment,816,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360168,999,apartment,700,1,1.0,1,1,1,0,0,0,,carport
360170,1130,apartment,875,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360171,773,apartment,676,1,1.0,0,0,1,0,0,0,,
360172,1085,apartment,754,1,1.0,1,1,0,0,0,0,w/d in unit,carport
360173,1095,apartment,1325,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360174,1615,apartment,1293,3,2.0,1,1,1,0,0,0,w/d in unit,carport
360175,1000,apartment,500,0,1.0,1,1,1,0,0,0,laundry on site,carport
360176,945,apartment,580,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360177,1380,apartment,816,2,1.0,1,1,1,0,0,0,laundry on site,carport
360179,1765,apartment,1264,2,2.0,1,1,1,0,0,0,w/d in unit,
360180,864,apartment,570,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
360181,975,apartment,790,2,2.0,1,1,1,0,0,0,laundry on site,carport
360182,1183,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport
360183,1245,apartment,918,2,2.0,1,1,1,0,0,0,laundry on site,carport
360184,970,apartment,579,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360185,1178,apartment,814,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360186,1257,apartment,975,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360187,1529,apartment,851,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
360188,1056,apartment,1022,2,2.0,0,0,1,0,0,0,w/d in unit,carport
360190,1500,apartment,1168,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360191,1186,apartment,910,2,1.0,1,1,1,0,0,0,laundry on site,carport
360192,1445,apartment,816,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360193,1405,apartment,1275,2,2.0,0,1,1,0,0,0,laundry on site,street parking
360194,1116,apartment,757,1,1.0,1,1,1,0,0,0,w/d in unit,
360195,1218,apartment,774,1,1.0,0,0,1,0,0,0,,
360196,985,apartment,750,2,1.0,1,1,1,0,0,0,,
360197,1175,apartment,815,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360198,1636,apartment,760,1,1.0,1,1,0,1,0,0,w/d in unit,attached garage
360199,1039,apartment,900,2,2.0,1,1,1,0,0,0,,
360200,813,apartment,465,1,1.0,1,1,1,0,0,0,laundry on site,carport
360201,1403,apartment,752,1,1.0,1,1,0,0,0,0,w/d in unit,carport
360202,810,apartment,450,0,1.0,1,1,1,0,0,0,,
360203,740,apartment,450,0,1.0,1,1,1,0,0,0,,
360204,935,apartment,750,2,1.0,1,1,1,0,0,0,,
360206,985,apartment,750,2,1.0,1,1,1,0,0,0,w/d in unit,
360207,820,apartment,690,1,1.0,1,1,1,0,0,0,,
360208,850,apartment,690,1,1.0,0,0,1,0,0,0,w/d in unit,
360209,720,apartment,450,0,1.0,1,1,1,0,0,0,,
360210,1155,apartment,884,2,2.0,1,1,1,0,0,0,laundry on site,
360211,800,apartment,690,1,1.0,1,1,1,0,0,0,,
360212,820,apartment,690,1,1.0,1,1,1,0,0,0,,
360213,820,apartment,690,1,1.0,1,1,1,0,0,0,,
360214,740,apartment,450,0,1.0,1,1,1,0,0,0,,
360216,1050,apartment,800,2,2.0,1,1,1,0,0,0,,
360217,1050,apartment,800,2,2.0,1,1,1,0,0,0,,
360218,1293,apartment,1167,2,2.0,0,0,1,0,0,0,,
360219,800,apartment,690,1,1.0,1,1,1,0,0,0,,
360220,740,apartment,450,0,1.0,1,1,1,0,0,0,,
360221,1285,apartment,1125,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
360222,740,apartment,450,0,1.0,1,1,1,0,0,0,,
360223,1297,apartment,1078,2,2.0,0,0,1,0,0,0,,
360224,850,apartment,690,1,1.0,1,1,1,0,0,0,w/d in unit,
360225,820,apartment,690,1,1.0,1,1,1,0,0,0,,
360226,870,apartment,690,1,1.0,1,1,1,0,0,0,w/d in unit,
360227,674,apartment,380,0,1.0,1,1,1,0,0,0,laundry on site,carport
360228,935,apartment,750,2,1.0,1,1,1,0,0,0,,
360229,870,apartment,690,1,1.0,1,1,1,0,0,0,w/d in unit,
360230,1050,apartment,624,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360231,850,apartment,690,1,1.0,1,1,1,0,0,0,w/d in unit,
360232,1100,apartment,950,2,2.0,0,0,1,0,0,1,w/d in unit,
360233,1180,apartment,689,1,1.0,0,0,1,0,0,0,,
360234,1141,apartment,811,2,1.0,0,0,1,0,0,0,,
360235,1050,apartment,800,2,2.0,1,1,1,0,0,0,w/d in unit,
360236,740,apartment,450,0,1.0,1,1,1,0,0,0,,
360237,800,apartment,690,1,1.0,1,1,1,0,0,0,,
360238,850,apartment,690,1,1.0,1,1,1,0,0,0,,
360239,1202,apartment,811,2,2.0,0,0,1,0,0,0,,
360240,1292,apartment,1013,2,2.0,0,0,1,0,0,0,,
360241,1331,apartment,1152,2,2.0,0,0,1,0,0,0,,
360242,1100,apartment,950,2,2.0,1,1,1,0,0,0,w/d in unit,
360243,1154,apartment,732,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360244,1144,apartment,600,1,1.0,1,1,1,0,0,0,w/d in unit,
360245,1359,apartment,1067,2,2.0,0,0,1,0,0,0,,
360246,1183,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport
360247,1178,apartment,814,2,1.0,1,1,1,0,0,0,,
360248,1015,apartment,686,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking
360249,1049,apartment,934,2,2.0,1,1,1,0,0,0,laundry on site,carport
360250,830,apartment,502,0,1.0,1,1,1,0,0,0,w/d in unit,
360251,875,apartment,580,1,1.0,1,1,1,0,0,0,laundry on site,carport
360252,1299,apartment,1043,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360253,1200,apartment,772,1,1.0,1,1,1,1,0,0,w/d in unit,
360254,1275,apartment,797,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360255,1520,apartment,1080,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360256,1589,apartment,1239,3,2.0,0,0,1,0,0,0,,
360257,1520,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360258,905,apartment,650,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360259,1740,apartment,2300,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage
360260,1228,apartment,862,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360261,1131,apartment,800,1,1.0,0,0,1,0,0,0,,
360262,729,apartment,700,1,1.0,0,0,1,0,0,0,laundry on site,carport
360263,1015,apartment,700,1,1.0,0,0,1,0,0,0,,
360264,1243,apartment,866,1,1.0,1,1,1,1,0,0,w/d in unit,
360265,1120,apartment,1219,2,2.0,0,0,1,0,0,0,,
360266,789,apartment,585,1,1.0,1,1,1,0,0,0,laundry on site,carport
360267,1195,apartment,692,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360268,1250,apartment,1003,2,1.0,1,1,1,0,0,0,w/d in unit,
360269,928,apartment,675,1,1.0,0,0,1,0,0,0,,
360270,1485,apartment,1263,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage
360271,1095,apartment,1265,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360272,1095,apartment,1295,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360273,1585,apartment,1063,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360274,1050,apartment,1000,2,1.0,1,1,1,0,0,0,laundry on site,carport
360275,1000,apartment,738,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360276,1595,apartment,1293,3,2.0,1,1,1,0,0,0,w/d in unit,carport
360277,935,apartment,658,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360278,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
360279,1230,apartment,776,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360280,1205,apartment,937,1,1.0,1,1,1,0,0,0,,
360281,1750,apartment,1263,3,2.0,1,1,1,0,0,0,w/d in unit,carport
360282,1400,apartment,1000,1,1.0,1,1,1,0,0,0,laundry on site,
360283,1815,apartment,1378,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage
360284,2037,apartment,1140,1,1.0,1,1,1,0,0,0,,
360285,989,apartment,732,1,1.0,1,1,0,0,0,0,,
360286,1202,apartment,780,1,1.0,0,0,1,0,0,0,,
360287,0,apartment,650,1,1.0,0,0,1,0,0,0,,
360288,1815,apartment,1378,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage
360289,1020,apartment,550,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360290,875,apartment,580,0,1.0,1,1,1,0,0,0,laundry on site,carport
360291,1689,apartment,830,1,1.5,1,1,1,0,0,0,w/d in unit,detached garage
360293,1510,apartment,1122,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
360294,729,apartment,400,0,1.0,1,1,1,0,0,0,laundry on site,carport
360295,1148,apartment,832,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360296,1075,apartment,895,2,2.0,1,1,1,0,0,0,laundry on site,carport
360297,1180,apartment,1107,2,2.0,0,0,1,0,0,0,,
360298,1420,apartment,959,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360299,1999,apartment,949,0,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360300,1075,apartment,965,2,2.0,1,1,1,0,0,0,w/d hookups,
360301,1195,apartment,840,2,1.0,0,0,1,0,0,0,,
360302,964,apartment,738,1,1.0,0,0,1,0,0,0,,
360303,1355,apartment,732,1,1.0,1,1,1,0,0,0,w/d in unit,
360305,1269,apartment,940,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
360306,1224,apartment,820,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
360307,1688,apartment,1416,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
360308,980,apartment,688,1,1.0,1,1,1,0,0,0,laundry on site,carport
360309,1333,apartment,1065,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
360310,1065,apartment,600,1,1.0,0,0,1,0,0,0,,
360311,995,apartment,744,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360312,1265,apartment,999,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360313,1204,apartment,952,2,2.0,1,1,1,0,0,0,laundry on site,carport
360314,1395,apartment,930,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360315,929,apartment,456,1,1.0,0,0,1,0,0,0,,
360316,988,apartment,732,1,1.0,1,1,0,0,0,0,,
360317,1345,apartment,810,2,0.0,1,1,1,0,0,0,w/d in unit,
360318,1550,apartment,1070,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360319,930,apartment,428,1,1.0,1,1,0,0,0,0,laundry on site,
360320,1315,apartment,820,2,0.0,1,1,1,0,0,0,w/d in unit,
360321,1268,apartment,920,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
360322,647,apartment,1159,2,2.0,0,0,1,0,0,0,w/d in unit,carport
360323,1325,apartment,800,2,0.0,1,1,1,0,0,0,laundry on site,
360324,1395,apartment,880,2,2.0,1,1,1,0,0,0,w/d in unit,
360325,925,apartment,450,1,0.0,1,1,1,0,0,0,laundry on site,
360326,1150,apartment,961,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360327,1390,apartment,1006,2,2.0,1,1,1,0,0,0,w/d in unit,
360329,1451,apartment,977,2,2.0,1,1,1,0,0,0,laundry on site,detached garage
360330,1460,apartment,1370,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360331,1699,apartment,1124,2,2.0,1,1,1,0,0,0,w/d in unit,
360332,1188,apartment,820,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
360333,1550,apartment,1070,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360334,1282,apartment,988,2,2.0,1,1,1,0,0,0,,
360335,1279,apartment,852,1,1.0,1,1,1,0,0,0,w/d in unit,
360336,1208,apartment,661,0,1.0,1,1,1,0,0,0,w/d in unit,carport
360337,1239,apartment,758,1,1.0,1,1,1,0,0,0,w/d in unit,
360338,1287,apartment,774,1,1.0,0,0,1,0,0,0,,
360339,849,apartment,615,1,1.0,1,1,1,0,0,0,w/d hookups,carport
360340,1205,apartment,640,1,1.0,1,1,0,0,0,0,w/d in unit,carport
360341,1490,apartment,1100,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360342,975,apartment,926,2,2.0,0,0,1,0,0,0,,
360344,0,apartment,900,1,1.0,0,0,1,0,0,0,laundry on site,
360347,1334,apartment,713,1,1.0,1,1,1,0,0,0,w/d in unit,
360349,1610,apartment,707,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360351,745,apartment,419,0,1.0,1,1,1,0,0,0,laundry in bldg,carport
360352,1265,apartment,738,1,1.0,0,0,1,0,0,0,,
360353,1535,apartment,1126,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360354,1500,apartment,760,1,1.0,1,1,1,0,0,1,,
360361,885,apartment,658,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360364,1404,apartment,1121,2,0.0,1,1,1,0,0,0,,
360365,1673,apartment,1006,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360366,1074,apartment,700,1,1.0,0,0,1,0,0,0,,
360367,981,apartment,540,1,1.0,1,1,1,0,0,1,laundry on site,
360369,1050,apartment,935,2,2.0,1,1,1,0,0,1,,
360370,1095,apartment,685,1,1.0,1,1,1,0,0,1,,
360372,962,apartment,726,1,1.0,1,1,0,0,0,0,w/d in unit,carport
360373,792,apartment,375,0,1.0,1,1,1,0,0,1,laundry on site,
360374,1614,apartment,1145,2,2.0,1,1,0,0,0,0,w/d in unit,detached garage
360376,878,apartment,689,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360377,870,apartment,570,1,1.0,1,1,1,0,0,0,laundry on site,carport
360378,1877,apartment,1270,2,2.0,1,1,0,1,0,0,w/d in unit,attached garage
360379,1424,apartment,725,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
360380,1040,apartment,550,1,1.0,1,1,1,0,0,0,,
360381,1451,apartment,978,2,2.0,1,1,1,0,0,0,laundry on site,detached garage
360382,1739,apartment,1193,2,2.0,1,0,1,0,0,0,w/d in unit,carport
360383,1804,apartment,1145,2,2.0,1,1,0,1,0,0,w/d in unit,detached garage
360384,1590,apartment,920,1,1.0,1,1,0,1,0,0,w/d in unit,detached garage
360385,1035,apartment,720,1,1.0,0,0,1,0,0,0,,
360386,1381,apartment,1183,3,2.0,1,1,1,0,0,0,w/d in unit,carport
360387,1310,apartment,1003,2,2.0,1,1,1,0,0,0,w/d in unit,
360389,1375,apartment,983,2,2.0,0,0,1,0,0,0,,
360390,1030,apartment,851,2,2.0,1,1,1,0,0,0,laundry on site,carport
360392,1043,apartment,810,2,2.0,0,0,1,0,0,0,,
360393,975,apartment,926,2,2.0,0,0,1,0,0,0,,
360395,936,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360396,1338,apartment,958,2,2.0,1,1,0,0,0,0,w/d in unit,carport
360397,1861,apartment,1307,3,2.0,1,1,1,0,0,0,,
360398,1174,apartment,689,1,1.0,0,0,1,0,0,0,,
360399,1850,apartment,1345,3,2.0,1,1,1,1,0,0,w/d in unit,carport
360400,1260,apartment,988,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360401,921,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360402,639,apartment,579,1,1.0,0,0,1,0,0,0,,
360403,1550,apartment,1070,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360404,1588,apartment,1119,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
360405,1233,apartment,940,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
360409,985,apartment,658,1,1.0,1,1,1,0,0,0,,
360410,1836,apartment,1476,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage
360412,1660,apartment,1360,3,2.0,1,1,1,0,0,0,w/d in unit,carport
360413,800,apartment,700,2,1.0,0,0,0,0,0,0,no laundry on site,carport
360414,1400,apartment,879,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360415,1300,apartment,739,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360416,1375,apartment,793,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360417,1389,apartment,1102,2,1.0,1,1,1,0,0,0,w/d in unit,carport
360419,1180,apartment,750,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360420,1981,apartment,773,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360425,1625,apartment,1421,3,2.0,0,0,1,0,0,0,,
360427,1355,apartment,732,1,1.0,1,1,1,0,0,0,w/d in unit,
360428,1999,apartment,949,0,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360430,1550,apartment,1070,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360431,1199,apartment,820,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage
360432,1699,apartment,814,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360433,946,apartment,586,1,1.0,0,0,1,0,0,0,,
360434,925,apartment,800,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking
360437,1981,apartment,773,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage
360438,926,apartment,730,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360439,1096,apartment,700,1,1.0,0,0,1,0,0,0,,
360442,1399,apartment,1050,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360443,1125,apartment,780,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360445,1246,apartment,1054,2,2.0,0,0,1,0,0,0,,
360447,1248,apartment,938,2,2.0,1,1,1,1,0,0,w/d in unit,
360448,1529,apartment,851,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
360449,679,apartment,240,0,1.0,0,0,1,0,0,0,,
360450,268,apartment,300,0,1.0,1,1,0,0,0,1,laundry on site,
360451,1170,apartment,1107,2,2.0,0,0,1,0,0,0,,
360452,1075,apartment,965,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360453,1115,apartment,857,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360454,900,apartment,565,1,1.0,1,1,1,0,0,0,w/d in unit,carport
360455,1175,apartment,960,2,2.0,1,1,1,0,0,0,w/d in unit,carport
360458,988,apartment,732,1,1.0,0,0,1,0,0,0,,
